district_number,electoral_district,electoral_district_fre,party,party_fre,family_name,first_name,initials
35095,Scarborough--Guildwood,Scarborough--Guildwood,Independent,IndÈpendant(e),Abara,Stephen,
35095,Scarborough--Guildwood,Scarborough--Guildwood,Canada's Fourth Front,QuatriËme front du Canada,Alvi,Farhan,
35095,Scarborough--Guildwood,Scarborough--Guildwood,Independent,IndÈpendant(e),Clarke,Kevin,
35095,Scarborough--Guildwood,Scarborough--Guildwood,Independent,IndÈpendant(e),Holding,Kathleen Marie,
35095,Scarborough--Guildwood,Scarborough--Guildwood,People's Party of Canada,Parti populaire du Canada,Jani,Jigna,
35095,Scarborough--Guildwood,Scarborough--Guildwood,Liberal Party of Canada,Parti libÈral du Canada,McKay,John,
35095,Scarborough--Guildwood,Scarborough--Guildwood,Green Party of Canada,Le Parti Vert du Canada,McMahon,Tara,
35095,Scarborough--Guildwood,Scarborough--Guildwood,New Democratic Party,Nouveau Parti dÈmocratique,Spencer,Michelle,
35095,Scarborough--Guildwood,Scarborough--Guildwood,Canadian Nationalist Party,Parti Nationaliste Canadien,Stefanis,Gus,
35095,Scarborough--Guildwood,Scarborough--Guildwood,Conservative Party of Canada,Parti conservateur du Canada,Thuraisingham,Quintus,
35096,Scarborough North,Scarborough-Nord,Liberal Party of Canada,Parti libÈral du Canada,Chen,Shaun,
35096,Scarborough North,Scarborough-Nord,New Democratic Party,Nouveau Parti dÈmocratique,Chen,Yan,
35096,Scarborough North,Scarborough-Nord,People's Party of Canada,Parti populaire du Canada,Guerrier,Jude,
35096,Scarborough North,Scarborough-Nord,Conservative Party of Canada,Parti conservateur du Canada,Kong,David,
35096,Scarborough North,Scarborough-Nord,The United Party of Canada,Parti Uni du Canada,Robinson,Janet,
35096,Scarborough North,Scarborough-Nord,Green Party of Canada,Le Parti Vert du Canada,Velez,Avery,
35097,Scarborough--Rouge Park,Scarborough--Rouge Park,Liberal Party of Canada,Parti libÈral du Canada,Anandasangaree,Gary,
35097,Scarborough--Rouge Park,Scarborough--Rouge Park,Green Party of Canada,Le Parti Vert du Canada,Hamilton,Jessica,
35097,Scarborough--Rouge Park,Scarborough--Rouge Park,New Democratic Party,Nouveau Parti dÈmocratique,Kwok,Kingsley,
35097,Scarborough--Rouge Park,Scarborough--Rouge Park,People's Party of Canada,Parti populaire du Canada,Sally,Dilano,
35097,Scarborough--Rouge Park,Scarborough--Rouge Park,Conservative Party of Canada,Parti conservateur du Canada,Singh,Bobby,
35097,Scarborough--Rouge Park,Scarborough--Rouge Park,Christian Heritage Party of Canada,Parti de l'HÈritage ChrÈtien du Canada,Theodoru,Mark,
35098,Scarborough Southwest,Scarborough-Sud-Ouest,Liberal Party of Canada,Parti libÈral du Canada,Blair,Bill,
35098,Scarborough Southwest,Scarborough-Sud-Ouest,Green Party of Canada,Le Parti Vert du Canada,Cain,Amanda,
35098,Scarborough Southwest,Scarborough-Sud-Ouest,People's Party of Canada,Parti populaire du Canada,Eratostene,Italo,
35098,Scarborough Southwest,Scarborough-Sud-Ouest,Conservative Party of Canada,Parti conservateur du Canada,Fawcett Smith,Kimberly,
35098,Scarborough Southwest,Scarborough-Sud-Ouest,Animal Protection Party of Canada,Le Parti pour la Protection des Animaux du Canada,Luisi,Simon,
35098,Scarborough Southwest,Scarborough-Sud-Ouest,New Democratic Party,Nouveau Parti dÈmocratique,McCrady,Keith,
35099,Simcoe--Grey,Simcoe--Grey,Veterans Coalition Party of Canada,Parti de la coalition des anciens combattants du Canada,D'Angelo,Tony,
35099,Simcoe--Grey,Simcoe--Grey,Conservative Party of Canada,Parti conservateur du Canada,Dowdall,Terry,
35099,Simcoe--Grey,Simcoe--Grey,Green Party of Canada,Le Parti Vert du Canada,Jackson,Sherri,
35099,Simcoe--Grey,Simcoe--Grey,Liberal Party of Canada,Parti libÈral du Canada,Kenney,Lorne,
35099,Simcoe--Grey,Simcoe--Grey,New Democratic Party,Nouveau Parti dÈmocratique,Matthews,Ilona,
35099,Simcoe--Grey,Simcoe--Grey,People's Party of Canada,Parti populaire du Canada,Sommer,Richard,
35100,Simcoe North,Simcoe-Nord,New Democratic Party,Nouveau Parti dÈmocratique,Belcourt,Angelique,
35100,Simcoe North,Simcoe-Nord,Christian Heritage Party of Canada,Parti de l'HÈritage ChrÈtien du Canada,Brown,Chris,
35100,Simcoe North,Simcoe-Nord,Liberal Party of Canada,Parti libÈral du Canada,Hawes,Gerry,
35100,Simcoe North,Simcoe-Nord,People's Party of Canada,Parti populaire du Canada,Makk,Stephen,
35100,Simcoe North,Simcoe-Nord,Green Party of Canada,Le Parti Vert du Canada,Powell,Valerie,
35100,Simcoe North,Simcoe-Nord,Conservative Party of Canada,Parti conservateur du Canada,Stanton,Bruce,
35101,Spadina--Fort York,Spadina--Fort York,Conservative Party of Canada,Parti conservateur du Canada,Fang,Frank,
35101,Spadina--Fort York,Spadina--Fort York,Green Party of Canada,Le Parti Vert du Canada,Maher,Dean,
35101,Spadina--Fort York,Spadina--Fort York,Independent,IndÈpendant(e),Ramirez,Marcela,
35101,Spadina--Fort York,Spadina--Fort York,People's Party of Canada,Parti populaire du Canada,Stewart,Robert,
35101,Spadina--Fort York,Spadina--Fort York,Liberal Party of Canada,Parti libÈral du Canada,Vaughan,Adam,
35101,Spadina--Fort York,Spadina--Fort York,New Democratic Party,Nouveau Parti dÈmocratique,Yoon,Diana,
35102,Stormont--Dundas--South Glengarry,Stormont--Dundas--South Glengarry,Green Party of Canada,Le Parti Vert du Canada,Aman,Raheem,
35102,Stormont--Dundas--South Glengarry,Stormont--Dundas--South Glengarry,Conservative Party of Canada,Parti conservateur du Canada,Duncan,Eric,
35102,Stormont--Dundas--South Glengarry,Stormont--Dundas--South Glengarry,Liberal Party of Canada,Parti libÈral du Canada,Megill,Heather,
35102,Stormont--Dundas--South Glengarry,Stormont--Dundas--South Glengarry,New Democratic Party,Nouveau Parti dÈmocratique,Schmitz,Kelsey Catherine,
35102,Stormont--Dundas--South Glengarry,Stormont--Dundas--South Glengarry,People's Party of Canada,Parti populaire du Canada,Trimm,Sabile,
35103,Sudbury,Sudbury,Green Party of Canada,Le Parti Vert du Canada,Crumplin,Bill,
35103,Sudbury,Sudbury,Animal Protection Party of Canada,Le Parti pour la Protection des Animaux du Canada,Lalonde,Chanel,
35103,Sudbury,Sudbury,Liberal Party of Canada,Parti libÈral du Canada,Lefebvre,Paul,
35103,Sudbury,Sudbury,New Democratic Party,Nouveau Parti dÈmocratique,Mairs,Beth,
35103,Sudbury,Sudbury,People's Party of Canada,Parti populaire du Canada,Paterson,Sean,
35103,Sudbury,Sudbury,Independent,IndÈpendant(e),Popescu,J. David,
35103,Sudbury,Sudbury,Conservative Party of Canada,Parti conservateur du Canada,St-Amant,Pierre,
35103,Sudbury,Sudbury,Independent,IndÈpendant(e),Sylvestre,Charlene,
35104,Thornhill,Thornhill,Parti RhinocÈros Party,Parti RhinocÈros Party,Bregman,Nathan,
35104,Thornhill,Thornhill,Liberal Party of Canada,Parti libÈral du Canada,Gladstone,Gary,
35104,Thornhill,Thornhill,Conservative Party of Canada,Parti conservateur du Canada,Kent,Peter,
35104,Thornhill,Thornhill,Canada's Fourth Front,QuatriËme front du Canada,Malik,Waseem,
35104,Thornhill,Thornhill,New Democratic Party,Nouveau Parti dÈmocratique,Petrucci,Sara,
35104,Thornhill,Thornhill,Green Party of Canada,Le Parti Vert du Canada,Rachlis,Josh,
35105,Thunder Bay--Rainy River,Thunder Bay--Rainy River,People's Party of Canada,Parti populaire du Canada,Hartnell,Andrew,
35105,Thunder Bay--Rainy River,Thunder Bay--Rainy River,Green Party of Canada,Le Parti Vert du Canada,Moddejonge,Amanda,
35105,Thunder Bay--Rainy River,Thunder Bay--Rainy River,Liberal Party of Canada,Parti libÈral du Canada,Powlowski,Marcus,
35105,Thunder Bay--Rainy River,Thunder Bay--Rainy River,Conservative Party of Canada,Parti conservateur du Canada,Rydholm,Linda,
35105,Thunder Bay--Rainy River,Thunder Bay--Rainy River,New Democratic Party,Nouveau Parti dÈmocratique,Won,Yuk-Sem,
35106,Thunder Bay--Superior North,Thunder Bay--SupÈrieur-Nord,New Democratic Party,Nouveau Parti dÈmocratique,Achneepineskum,Anna Betty,
35106,Thunder Bay--Superior North,Thunder Bay--SupÈrieur-Nord,Liberal Party of Canada,Parti libÈral du Canada,Hajdu,Patty,
35106,Thunder Bay--Superior North,Thunder Bay--SupÈrieur-Nord,Green Party of Canada,Le Parti Vert du Canada,Hyer,Bruce,
35106,Thunder Bay--Superior North,Thunder Bay--SupÈrieur-Nord,People's Party of Canada,Parti populaire du Canada,Khanjari,Youssef,
35106,Thunder Bay--Superior North,Thunder Bay--SupÈrieur-Nord,Conservative Party of Canada,Parti conservateur du Canada,Pullia,Frank,
35106,Thunder Bay--Superior North,Thunder Bay--SupÈrieur-Nord,Libertarian Party of Canada,Parti Libertarien du Canada,Vodden,Alexander,
35107,Timmins--James Bay,Timmins--Baie James,New Democratic Party,Nouveau Parti dÈmocratique,Angus,Charlie,
35107,Timmins--James Bay,Timmins--Baie James,Liberal Party of Canada,Parti libÈral du Canada,Boileau,Michelle,
35107,Timmins--James Bay,Timmins--Baie James,Conservative Party of Canada,Parti conservateur du Canada,Grenke,Kraymr,
35107,Timmins--James Bay,Timmins--Baie James,Green Party of Canada,Le Parti Vert du Canada,Kennedy,Max,
35107,Timmins--James Bay,Timmins--Baie James,People's Party of Canada,Parti populaire du Canada,Roy,Renaud,
35108,Toronto Centre,Toronto-Centre,Parti RhinocÈros Party,Parti RhinocÈros Party,Carson,Sean,
35108,Toronto Centre,Toronto-Centre,New Democratic Party,Nouveau Parti dÈmocratique,Chang,Brian,
35108,Toronto Centre,Toronto-Centre,Communist Party of Canada,Parti communiste du Canada,Cragg,Bronwyn,
35108,Toronto Centre,Toronto-Centre,Marxist-Leninist Party of Canada,Parti Marxiste-LÈniniste du Canada,Fernandez,Philip,
35108,Toronto Centre,Toronto-Centre,Conservative Party of Canada,Parti conservateur du Canada,Lester,Ryan,
35108,Toronto Centre,Toronto-Centre,Animal Protection Party of Canada,Le Parti pour la Protection des Animaux du Canada,Lewin,Rob,
35108,Toronto Centre,Toronto-Centre,Liberal Party of Canada,Parti libÈral du Canada,Morneau,Bill,
35108,Toronto Centre,Toronto-Centre,Green Party of Canada,Le Parti Vert du Canada,Paul,Annamie,
35108,Toronto Centre,Toronto-Centre,Independent,IndÈpendant(e),Tavares,Jason,
35109,Toronto--Danforth,Toronto--Danforth,Animal Protection Party of Canada,Le Parti pour la Protection des Animaux du Canada,Abbott,Elizabeth,
35109,Toronto--Danforth,Toronto--Danforth,Communist Party of Canada,Parti communiste du Canada,Byard,Ivan,
35109,Toronto--Danforth,Toronto--Danforth,Conservative Party of Canada,Parti conservateur du Canada,Choudhary,Zia,
35109,Toronto--Danforth,Toronto--Danforth,Liberal Party of Canada,Parti libÈral du Canada,Dabrusin,Julie,
35109,Toronto--Danforth,Toronto--Danforth,People's Party of Canada,Parti populaire du Canada,Dos Remedios,Tara,
35109,Toronto--Danforth,Toronto--Danforth,Independent,IndÈpendant(e),Kladitis,John,
35109,Toronto--Danforth,Toronto--Danforth,New Democratic Party,Nouveau Parti dÈmocratique,Lee,Min Sook,
35109,Toronto--Danforth,Toronto--Danforth,Green Party of Canada,Le Parti Vert du Canada,Tolley,Chris,
35110,University--Rosedale,University--Rosedale,Stop Climate Change,ArrÍtons le changement climatique,Brothers,Karin,
35110,University--Rosedale,University--Rosedale,Liberal Party of Canada,Parti libÈral du Canada,Freeland,Chrystia,
35110,University--Rosedale,University--Rosedale,Communist Party of Canada,Parti communiste du Canada,Garvie,Drew,
35110,University--Rosedale,University--Rosedale,Green Party of Canada,Le Parti Vert du Canada,Grant,Tim,
35110,University--Rosedale,University--Rosedale,New Democratic Party,Nouveau Parti dÈmocratique,Jean-Baptiste Vajda,Melissa,
35110,University--Rosedale,University--Rosedale,People's Party of Canada,Parti populaire du Canada,Lockwood,Aran,
35110,University--Rosedale,University--Rosedale,Marxist-Leninist Party of Canada,Parti Marxiste-LÈniniste du Canada,Rutchinski,Steve,
35110,University--Rosedale,University--Rosedale,Conservative Party of Canada,Parti conservateur du Canada,Tingling,Helen-Claire,
35110,University--Rosedale,University--Rosedale,Animal Protection Party of Canada,Le Parti pour la Protection des Animaux du Canada,White,Liz,
35111,Vaughan--Woodbridge,Vaughan--Woodbridge,New Democratic Party,Nouveau Parti dÈmocratique,DeVita,Peter,
35111,Vaughan--Woodbridge,Vaughan--Woodbridge,Green Party of Canada,Le Parti Vert du Canada,Fronte,Raquel,
35111,Vaughan--Woodbridge,Vaughan--Woodbridge,Independent,IndÈpendant(e),Khan,Muhammad Hassan,
35111,Vaughan--Woodbridge,Vaughan--Woodbridge,Conservative Party of Canada,Parti conservateur du Canada,Kruze,Teresa,
35111,Vaughan--Woodbridge,Vaughan--Woodbridge,People's Party of Canada,Parti populaire du Canada,Montesano,Domenic,
35111,Vaughan--Woodbridge,Vaughan--Woodbridge,Liberal Party of Canada,Parti libÈral du Canada,Sorbara,Francesco,
35112,Waterloo,Waterloo,New Democratic Party,Nouveau Parti dÈmocratique,Campbell,Lori,
35112,Waterloo,Waterloo,Liberal Party of Canada,Parti libÈral du Canada,Chagger,Bardish,
35112,Waterloo,Waterloo,People's Party of Canada,Parti populaire du Canada,Traub,Erika,
35112,Waterloo,Waterloo,Green Party of Canada,Le Parti Vert du Canada,Wright,Kirsten,
35112,Waterloo,Waterloo,Conservative Party of Canada,Parti conservateur du Canada,Zhang,Jerry,
35113,Wellington--Halton Hills,Wellington--Halton Hills,Liberal Party of Canada,Parti libÈral du Canada,Barron,Lesley,
35113,Wellington--Halton Hills,Wellington--Halton Hills,New Democratic Party,Nouveau Parti dÈmocratique,Bascombe,Andrew,
35113,Wellington--Halton Hills,Wellington--Halton Hills,People's Party of Canada,Parti populaire du Canada,Carle,Syl,
35113,Wellington--Halton Hills,Wellington--Halton Hills,Conservative Party of Canada,Parti conservateur du Canada,Chong,Michael,
35113,Wellington--Halton Hills,Wellington--Halton Hills,Green Party of Canada,Le Parti Vert du Canada,Martin,Ralph,
35114,Whitby,Whitby,New Democratic Party,Nouveau Parti dÈmocratique,Dias,Brian,
35114,Whitby,Whitby,Conservative Party of Canada,Parti conservateur du Canada,McCarthy,Todd,
35114,Whitby,Whitby,People's Party of Canada,Parti populaire du Canada,Pejic,Mirko,
35114,Whitby,Whitby,Green Party of Canada,Le Parti Vert du Canada,Slavchenko,Paul,
35114,Whitby,Whitby,Liberal Party of Canada,Parti libÈral du Canada,Turnbull,Ryan,
35115,Willowdale,Willowdale,Independent,IndÈpendant(e),Ahluwalia,Birinder Singh,
35115,Willowdale,Willowdale,Liberal Party of Canada,Parti libÈral du Canada,Ehsassi,Ali,
35115,Willowdale,Willowdale,People's Party of Canada,Parti populaire du Canada,Hillier,Richard,
35115,Willowdale,Willowdale,New Democratic Party,Nouveau Parti dÈmocratique,Kalsi,Leah,
35115,Willowdale,Willowdale,Conservative Party of Canada,Parti conservateur du Canada,Lee,Daniel,
35115,Willowdale,Willowdale,Green Party of Canada,Le Parti Vert du Canada,Vettese,Sharolyn,
35115,Willowdale,Willowdale,Independent,IndÈpendant(e),Ziaian,Shodja,
35116,Windsor--Tecumseh,Windsor--Tecumseh,Green Party of Canada,Le Parti Vert du Canada,Abati,Giovanni,
35116,Windsor--Tecumseh,Windsor--Tecumseh,People's Party of Canada,Parti populaire du Canada,Burr,Dan,
35116,Windsor--Tecumseh,Windsor--Tecumseh,Marxist-Leninist Party of Canada,Parti Marxiste-LÈniniste du Canada,Chesnik,Laura,
35116,Windsor--Tecumseh,Windsor--Tecumseh,Conservative Party of Canada,Parti conservateur du Canada,Demarce,Leo,
35116,Windsor--Tecumseh,Windsor--Tecumseh,New Democratic Party,Nouveau Parti dÈmocratique,Hardcastle,Cheryl,
35116,Windsor--Tecumseh,Windsor--Tecumseh,Liberal Party of Canada,Parti libÈral du Canada,Kusmierczyk,Irek,
35117,Windsor West,Windsor-Ouest,People's Party of Canada,Parti populaire du Canada,Burrell,Darryl,
35117,Windsor West,Windsor-Ouest,Green Party of Canada,Le Parti Vert du Canada,Hunt,Quinn,
35117,Windsor West,Windsor-Ouest,Conservative Party of Canada,Parti conservateur du Canada,Lau,Henry,
35117,Windsor West,Windsor-Ouest,New Democratic Party,Nouveau Parti dÈmocratique,Masse,Brian,
35117,Windsor West,Windsor-Ouest,Liberal Party of Canada,Parti libÈral du Canada,Pupatello,Sandra,
35117,Windsor West,Windsor-Ouest,Marxist-Leninist Party of Canada,Parti Marxiste-LÈniniste du Canada,Villamizar,Margaret,
35118,York Centre,York-Centre,Liberal Party of Canada,Parti libÈral du Canada,Levitt,Michael,
35118,York Centre,York-Centre,New Democratic Party,Nouveau Parti dÈmocratique,V·squez JimÈnez,Andrea,
35118,York Centre,York-Centre,Conservative Party of Canada,Parti conservateur du Canada,Willson,Rachel,
35118,York Centre,York-Centre,Green Party of Canada,Le Parti Vert du Canada,Wood,Rebecca,
35119,York--Simcoe,York--Simcoe,Green Party of Canada,Le Parti Vert du Canada,Arnold,Jonathan,
35119,York--Simcoe,York--Simcoe,Conservative Party of Canada,Parti conservateur du Canada,Davidson,Scot,
35119,York--Simcoe,York--Simcoe,Libertarian Party of Canada,Parti Libertarien du Canada,Komar,Keith,
35119,York--Simcoe,York--Simcoe,People's Party of Canada,Parti populaire du Canada,Lotter,Michael,
35119,York--Simcoe,York--Simcoe,New Democratic Party,Nouveau Parti dÈmocratique,McLean,Jessa,
35119,York--Simcoe,York--Simcoe,Liberal Party of Canada,Parti libÈral du Canada,Wesley-Esquimaux,Cynthia,
35120,York South--Weston,York-Sud--Weston,Liberal Party of Canada,Parti libÈral du Canada,Hussen,Ahmed,
35120,York South--Weston,York-Sud--Weston,People's Party of Canada,Parti populaire du Canada,Racine,Gerard,
35120,York South--Weston,York-Sud--Weston,Conservative Party of Canada,Parti conservateur du Canada,Rattan,Jasveen,
35120,York South--Weston,York-Sud--Weston,New Democratic Party,Nouveau Parti dÈmocratique,Tewelde,Yafet,
35120,York South--Weston,York-Sud--Weston,Green Party of Canada,Le Parti Vert du Canada,Ward,Nicki,
35121,Humber River--Black Creek,Humber River--Black Creek,New Democratic Party,Nouveau Parti dÈmocratique,Augimeri,Maria,
35121,Humber River--Black Creek,Humber River--Black Creek,Conservative Party of Canada,Parti conservateur du Canada,Choudry,Iftikhar,
35121,Humber River--Black Creek,Humber River--Black Creek,People's Party of Canada,Parti populaire du Canada,Krosinska,Ania,
35121,Humber River--Black Creek,Humber River--Black Creek,Marxist-Leninist Party of Canada,Parti Marxiste-LÈniniste du Canada,Nugent,Christine,
35121,Humber River--Black Creek,Humber River--Black Creek,Green Party of Canada,Le Parti Vert du Canada,Schmitz,Mike,
35121,Humber River--Black Creek,Humber River--Black Creek,Liberal Party of Canada,Parti libÈral du Canada,Sgro,Judy,
35121,Humber River--Black Creek,Humber River--Black Creek,The United Party of Canada,Parti Uni du Canada,Smith,Stenneth,
